GeneSymbol	Hyp1	Hyp2	Norm1	Norm2
MIX23P2	0	0	0	0
ENSG00000261368	0	0	0	0
PRKG1	19	36	54	54
ENSG00000223502	0	0	0	0
ENSG00000231132	0	0	0	7
MIR605	0	0	0	0
ENSG00000235279	0	0	0	0
RSU1P3	0	0	0	0
ENSG00000289270	0	0	1	0
CSTF2T	485	624	1468	849
ENSG00000289527	0	0	0	0
PRKG1-AS1	0	8	17	16
DKK1	281	399	434	356
RPL31P44	0	0	0	0
THAP12P3	0	0	0	0
LNCAROD	0	0	4	8
MBL2	0	0	0	0
ENSG00000285958	0	0	0	0
LINC02672	0	0	0	0
SNRPEP8	0	0	0	0
ENSG00000226296	0	0	0	0
RNA5SP318	0	0	0	0
ENSG00000233805	0	0	0	0
PCDH15	36	0	0	1
RNU6-687P	0	0	0	0
ENSG00000234173	0	0	0	0
NEFMP1	0	0	0	0
MIR548F1	0	0	0	0
ENSG00000236958	0	0	0	0
ENSG00000236744	0	0	0	0
ENSG00000223800	0	0	0	0
ENSG00000228048	0	0	0	0
GAPDHP21	7	2	7	0
ENSG00000270541	0	0	0	0
ZWINT	88	104	264	178
ENSG00000287016	0	0	4	5
ENSG00000238707	0	0	0	0
ENSG00000289158	0	0	0	0
MIR3924	0	0	0	0
ENSG00000235810	0	0	0	0
ENSG00000223841	0	0	0	0
MRPS35P3	0	0	0	0
ENSG00000232115	0	0	0	0
IPMK	1191	1181	1097	754
TPT1P10	0	2	2	4
CISD1	162	230	819	509
ENSG00000228527	0	0	0	0
ENSG00000261076	0	0	0	0
UBE2D1	244	390	1879	1310
TFAM	851	874	2168	1587
BICC1	2801	2931	6753	4719
FAM133CP	2	33	11	0
RN7SKP196	0	0	0	0
LINC00844	0	0	0	1
RPLP1P10	0	0	0	0
TRAF6P1	0	0	0	0
PHYHIPL	0	0	3	10
FAM13C	76	91	369	212
ENSG00000236556	0	0	0	0
ENSG00000287969	0	0	0	0
MRPL50P4	0	0	0	0
ENSG00000235140	0	0	0	0
SLC16A9	352	169	144	72
MRLN	0	0	2	0
CCDC6	4675	3941	5911	4050
LINC01553	0	0	0	1
ANK3	994	739	2087	1657
ENSG00000232682	12	0	7	7
ENSG00000282121	0	0	0	0
ARL4AP1	0	0	0	1
ANK3-DT	0	0	0	0
CDK1	1093	766	653	494
RHOBTB1	1769	1756	2407	1817
RNU2-72P	0	0	0	0
ENSG00000289989	1	0	0	0
LINC00845	0	0	1	0
TMEM26	0	30	6	15
TMEM26-AS1	0	0	0	0
ENSG00000288052	0	0	0	0
CABCOCO1	0	0	6	16
ENSG00000272592	0	0	0	0
LINC02625	0	0	0	0
ENSG00000289834	0	0	1	0
ARID5B	2501	2427	4428	3234
RTKN2	142	154	309	279
LINC02621	0	0	1	0
ENSG00000288011	0	0	0	0
RN7SL591P	0	0	0	0
ZNF365	48	38	183	131
ENSG00000285837	0	0	0	0
LINC02929	0	0	0	0
ENSG00000238280	0	0	3	0
ALDH7A1P4	0	0	0	0
ADO	492	596	1603	1329
EGR2	8	11	50	20
ENSG00000289487	14	0	0	0
RNU6-543P	0	0	0	0
ENSG00000224301	0	0	0	0
NRBF2	1311	1710	2111	1652
JMJD1C	6250	5327	8871	6809
TATDN1P1	0	0	1	1
ENSG00000270421	0	0	0	0
MIR1296	0	0	0	0
PRELID1P3	0	0	0	0
JMJD1C-AS1	3	42	7	13
ENSG00000224412	0	0	0	0
REEP3	4693	3621	9107	6706
ENSG00000286373	0	0	6	1
MRPL35P2	0	0	0	1
ENSG00000270352	0	0	0	0
ENSG00000228566	0	0	0	0
RPL7AP50	50	18	34	46
ENSG00000226426	0	0	0	0
DBF4P1	0	0	0	0
RPL17P35	0	0	0	0
CYP2C61P	0	0	0	0
ANXA2P3	1	0	0	0
LINC02671	0	0	0	0
NEK4P3	0	0	0	0
ENSG00000282906	0	0	0	0
MYL6P3	0	0	0	0
ENSG00000233724	0	0	0	0
ENSG00000235356	0	0	0	0
LINC01515	23	0	11	4
CTNNA3	25	66	46	20
ENSG00000273360	0	0	0	0
ENSG00000277056	0	0	0	0
LRRTM3	19	4	6	0
ENSG00000289325	0	0	0	0
ENSG00000225299	0	0	0	0
RPL7AP51	0	0	0	0
MIR7151	0	0	0	0
AKR1B10P1	0	0	0	0
RPL21P92	0	0	0	1
DNAJC12	0	0	49	43
RNU6-1250P	0	0	0	0
RN7SL394P	0	0	0	0
DNAJC19P1	0	0	0	0
ENSG00000272892	1	0	4	5
RNU6-523P	0	0	0	0
RPL12P8	1	1	1	0
SIRT1	1526	1297	1994	1356
HERC4	2386	2573	4098	2991
RPS3AP38	34	6	31	11
RN7SL220P	4	0	0	0
POU5F1P5	0	0	0	0
MYPN	3	0	1	19
RN7SKP202	0	0	0	0
ATOH7	0	0	0	0
LINC02640	0	0	0	0
KRT19P4	0	0	0	0
PBLD	87	58	479	381
HNRNPH3	5975	4516	8124	6268
RUFY2	1467	714	2600	1951
DNA2	203	128	285	183
RPL26P29	0	0	0	0
RNA5SP319	0	0	0	0
SLC25A16	276	333	830	620
RPL26P27	0	0	7	1
TMEM14DP	0	0	0	0
TET1	1567	1587	942	729
COX20P1	118	206	295	262
RPS3AP37	1	0	1	2
ENSG00000260400	36	59	169	148
ENSG00000270494	0	0	0	0
CCAR1	8247	5334	9556	8308
SNORD98	0	0	0	0
ENSG00000221184	7	0	4	7
STOX1	0	0	9	6
RNU6-697P	0	0	0	0
ENSG00000285871	1	0	1	0
DDX50	5887	4765	4721	3818
RNU6-571P	0	0	0	0
DDX21	4486	3886	11673	8038
KIFBP	1501	1894	3627	2539
MED28P1	0	0	0	0
ACTBP14	0	0	0	0
SRGN	3158	3470	5159	3606
VPS26A	2081	1925	5506	4035
RPS12P17	0	0	0	0
SUPV3L1	575	493	1206	716
ENSG00000229261	0	0	0	0
HKDC1	11	0	18	2
ENSG00000231748	0	0	0	0
HK1	5163	5799	8126	5387
RPS15AP28	0	0	0	0
TACR2	0	0	11	5
ATP5MC1P7	0	0	0	0
TSPAN15	89	20	83	60
ENSG00000287306	4	0	2	0
TMEM256P1	0	0	0	0
NEUROG3	0	0	0	0
ENSG00000236154	0	0	0	0
MTATP6P23	0	0	0	0
MTCO2P23	0	0	0	0
MTCO1P23	0	0	0	0
MTND2P15	0	0	0	0
MTND1P20	0	0	0	0
FAM241B	15	46	28	30
LINC02651	0	0	0	0
RPL5P26	0	0	0	0
COL13A1	986	1372	276	184
ENSG00000289193	0	6	2	0
LINC02636	0	0	1	4
MACROH2A2	230	346	1104	615
AIFM2	107	58	213	135
TYSND1	37	68	62	39
SAR1A	5164	4331	9705	7126
CALM2P2	285	60	167	114
RPS25P9	0	0	0	0
PPA1	2589	2337	5037	3841
NPFFR1	1	0	0	2
LRRC20	1	53	64	52
CEP57L1P1	0	0	0	0
EIF4EBP2	2044	2437	7487	4796
NODAL	0	0	0	1
ENSG00000280401	0	0	0	0
PALD1	1	5	26	16
YY1P1	11	0	0	0
PRF1	0	0	0	0
ADAMTS14	28	45	316	170
TBATA	0	0	0	0
RPS26P40	0	0	0	0
SGPL1	819	816	3151	2133
ENSG00000289738	0	0	0	0
PCBD1	244	386	494	299
LINC02622	0	0	0	0
ENSG00000285300	0	0	0	0
ENSG00000289739	0	0	0	0
UNC5B	417	463	862	570
UNC5B-AS1	25	70	2	0
SLC29A3	6	18	49	18
ENSG00000289607	0	0	0	0
ENSG00000279406	0	0	0	5
CDH23	9	0	2	8
CDH23-AS1	0	0	0	0
ENSG00000289362	0	0	0	0
C10orf105	0	0	0	0
VSIR	50	36	17	11
MIR7152	0	0	0	0
PSAP	8275	11019	15885	9458
RNU7-38P	0	0	0	0
ENSG00000230526	0	0	0	0
ENSG00000289592	0	0	0	0
CHST3	488	576	1077	782
ENSG00000272988	0	0	0	0
SPOCK2	107	194	48	64
ASCC1	789	567	1558	1147
ENSG00000200294	0	0	0	0
RPL15P14	2	3	3	0
ANAPC16	1529	1500	2900	2112
ENSG00000289506	0	0	9	0
DDIT4	3938	6045	5890	3944
DNAJB12	390	420	1240	842
MICU1	1436	1197	2499	1651
RNU6-805P	0	0	0	0
ENSG00000282915	0	0	1	0
SNX19P4	0	0	0	0
ENSG00000226163	11	0	0	0
COX7CP4	0	0	0	0
RN7SL840P	0	0	0	0
HMGN2P34	0	0	0	0
ENSG00000238215	0	0	0	0
MCU	1405	1517	2581	1926
MIR4676	0	0	0	0
ENSG00000280166	0	0	0	0
ENSG00000279502	0	0	0	0
ENSG00000272627	0	0	8	0
OIT3	0	0	0	0
NPM1P24	6	1	2	3
PLA2G12B	0	0	0	0
RPL17P50	174	250	154	139
P4HA1	38281	37146	40295	28281
ENSG00000232646	0	0	0	0
ENSG00000237768	0	0	0	0
ENSG00000272630	7	0	49	23
NUDT13	1	8	94	41
ENSG00000272599	0	0	54	23
SNORA11F	9	0	8	7
ECD	747	574	2161	1478
FAM149B1	763	971	1122	818
DNAJC9	171	146	330	215
EIF4A2P2	0	0	3	4
ENSG00000288559	176	148	204	154
DNAJC9-AS1	12	80	38	24
MRPS16	383	430	1273	811
CFAP70	4	31	95	61
RNU6-833P	0	0	1	0
ANXA7	727	931	2598	1758
ENSG00000233144	0	0	0	0
RPL26P6	33	11	16	19
MSS51	117	117	54	34
PPP3CB	2035	1743	3734	2891
PPP3CB-AS1	7	58	262	224
USP54	97	156	474	246
RNU6-883P	0	0	0	0
RPS26P41	0	0	0	0
ENSG00000268584	0	0	2	0
ENSG00000272791	0	0	10	2
MYOZ1	0	0	5	0
SYNPO2L	9	0	1	0
SYNPO2L-AS1	0	0	0	0
AGAP5	13	28	1	0
BMS1P4-AGAP5	0	0	0	0
BMS1P4	0	0	12	9
ENSG00000272140	9	0	13	14
RNA5SP320	0	0	0	0
ENSG00000290737	8	0	20	17
GLUD1P3	30	69	71	60
DUSP8P5	0	33	30	15
ENSG00000270808	4	0	0	0
ENSG00000279088	538	285	384	321
SEC24C	559	860	1013	536
ENSG00000279689	0	25	11	11
FUT11	2033	2354	2904	2045
ENSG00000288823	22	7	20	30
CHCHD1	247	187	511	318
ZSWIM8	198	325	445	254
ENSG00000280238	0	0	0	0
ZSWIM8-AS1	0	0	0	0
ENSG00000272916	0	0	0	0
NDST2	3	3	6	0
CAMK2G	607	561	945	536
CAMK2G-AS1	0	0	0	0
ENSG00000229990	0	0	3	0
PLAU	1239	2072	7009	4289
C10orf55	19	0	22	13
VCL	6589	7667	19494	11954
ENSG00000225761	0	0	0	0
AP3M1	2514	2617	6262	4516
ADK	938	865	1829	1368
TIMM9P1	0	0	0	0
RPSAP6	0	1	0	0
RAB5CP1	0	0	0	0
ENSG00000232342	0	22	1	2
MRPL35P3	0	0	0	0
NDUFA8P1	0	0	0	0
POLR3DP1	0	0	0	0
FAM32CP	0	0	0	0
ENSG00000272748	0	0	0	4
KAT6B	2439	2459	3801	2851
ENSG00000234149	0	0	0	0
ENSG00000227186	0	0	0	0
DUSP29	0	0	0	0
ENSG00000285810	0	0	0	5
PPIAP13	0	0	0	0
DUSP13	0	0	0	0
SAMD8	2009	1763	3100	2203
RPS26P42	0	0	0	0
VDAC2	5701	4692	6830	4509
COMTD1	14	1	22	25
ZNF503-AS1	17	0	0	0
RPL39P25	0	0	0	0
HMGA1P5	0	0	0	0
ENSG00000270087	0	0	0	3
ENSG00000223428	0	0	0	0
SPA17P1	0	0	2	0
ZNF503	57	79	175	94
ZNF503-AS2	0	21	0	3
ENSG00000273248	1	0	0	0
ENSG00000272692	0	0	5	0
ENSG00000236842	0	0	0	0
LRMDA	14	7	20	6
ENSG00000279814	0	0	0	1
MIR606	0	0	0	0
ENSG00000286715	0	0	2	0
ENSG00000268659	0	0	0	0
ENSG00000228280	0	0	0	0
RN7SL518P	0	0	0	0
RNU6-673P	0	0	0	0
ENSG00000278992	0	0	0	0
ENSG00000230575	0	0	0	0
ENSG00000269256	0	0	0	0
ENSG00000252888	0	0	0	0
ATP5MC1P8	0	0	0	0
KCNMA1	1440	1544	3550	2374
KCNMA1-AS1	4	23	7	2
KCNMA1-AS2	0	0	0	0
ENSG00000224500	0	0	0	0
KCNMA1-AS3	0	0	2	1
COX6CP15	0	0	0	0
RNA5SP321	0	0	0	0
ENSG00000213514	0	0	0	2
ENSG00000277981	13	0	0	2
RNU6-1266P	6	0	3	1
IMPDH1P5	6	15	5	1
ENSG00000228748	13	22	1	2
DLG5	694	939	1606	967
ENSG00000204049	0	0	3	0
RN7SL284P	0	0	0	0
DLG5-AS1	15	0	7	0
POLR3A	683	901	1976	1168
H2AZP5	0	0	0	0
RPS24	41669	36040	53681	41831
GNAI2P2	0	0	0	0
ENSG00000283096	0	0	0	0
ENSG00000282863	0	0	0	0
LINC00595	0	0	0	0
ENSG00000288090	0	0	0	0
ENSG00000229543	0	0	0	0
ENSG00000230229	0	0	0	0
SNORA71	0	0	0	0
ENSG00000282952	0	4	0	0
ENSG00000228683	0	0	0	0
ZMIZ1-AS1	0	0	47	26
ENSG00000229569	0	0	0	0
ZMIZ1	1610	2167	4599	3032
PPIF	236	349	500	317
ZCCHC24	1028	1616	4561	3193
ENSG00000235426	0	0	0	0
TPRX1P1	0	0	0	0
ENSG00000241317	0	0	0	0
ENSG00000235705	0	0	4	0
EIF5AL1	6	10	10	13
ENSG00000271985	0	0	0	0
RPS12P18	0	0	0	0
SFTPA2	0	0	0	0
MBL3P	0	0	0	0
SFTPA3P	0	0	0	0
SFTPA1	0	0	0	0
LINC02679	0	0	0	0
ENSG00000244733	10	0	40	24
NUTM2B-AS1	392	426	941	752
ENSG00000272489	0	1	0	0
ENSG00000280355	52	57	91	36
BEND3P3	1	3	5	2
ENSG00000224886	0	0	0	0
NUTM2B	0	0	0	0
ENSG00000272447	0	7	24	4
NUTM2E	1	0	17	7
NPAP1P2	0	0	0	0
CTSLP6	0	0	0	0
PGGT1BP2	0	0	0	0
ENSG00000283913	0	0	0	0
BMS1P21	0	0	0	0
MBL1P	0	0	0	0
SFTPD	0	0	4	0
SFTPD-AS1	0	0	0	0
ZNRF2P3	0	0	0	0
DPY19L2P5	0	0	0	0
ENSG00000229616	0	0	0	0
C1DP3	0	0	0	0
C1DP2	0	0	0	0
C1DP4	0	0	0	0
TMEM254-AS1	0	0	12	4
ENSG00000282432	0	0	0	0
TMEM254	331	420	654	439
ENSG00000279399	0	0	0	0
RPL22P18	20	0	0	0
PLAC9	0	0	11	11
ANXA11	1101	1207	2569	1504
LINC00857	0	0	42	6
RPS12P2	0	0	0	0
ENSG00000234382	0	0	0	0
EIF5AP4	0	2	4	2
ENSG00000279359	0	0	0	0
MAT1A	3	0	0	4
ZNF519P1	0	0	0	0
ENSG00000235858	0	0	0	0
DYDC1	0	0	0	0
DYDC2	0	0	7	0
PRXL2A	1346	1196	2480	1598
TSPAN14	1090	1478	3524	1876
TSPAN14-AS1	0	0	0	0
SH2D4B	10	0	0	0
LINC02655	0	0	0	0
RPS7P9	0	0	0	0
ENSG00000233703	0	0	0	0
FARSBP1	0	0	0	0
WARS2P1	0	0	0	0
RPA2P2	0	0	0	0
ENSG00000287358	0	0	0	0
NRG3	48	19	28	20
ENSG00000285739	0	0	0	0
ENSG00000229458	1	0	0	0
NRG3-AS1	0	0	0	0
RNU6-441P	0	0	0	0
ENSG00000288918	0	0	1	0
RNU6-478P	0	0	0	0
MARK2P15	0	0	0	0
LINC02650	0	0	0	0
ENSG00000286876	0	0	0	0
ENSG00000223565	0	0	0	0
RNU6-129P	0	0	0	0
ENSG00000233258	0	0	0	0
RNU1-65P	0	0	0	0
HMGN2P8	0	1	0	1
ENSG00000271933	0	0	0	0
GHITM	2797	2410	7352	5388
CERNA2	103	136	40	22
GPR15LG	0	0	0	0
CDHR1	117	106	33	18
LRIT2	0	0	0	2
RGR	0	0	0	1
LRIT1	0	0	0	0
LINC00858	13	0	71	37
CCSER2	2431	2258	5132	3958
RPL12P29	1	0	0	1
TNPO1P1	0	0	7	4
CACYBPP1	0	0	0	0
RPS3AP5	7	27	37	23
ENSG00000288218	0	0	0	0
LINC01519	0	0	0	0
ENSG00000287057	0	0	0	0
LINC02647	0	0	0	0
ENSG00000224504	0	0	0	1
LINC01520	0	0	0	0
ENSG00000279910	0	0	0	0
RNU6-325P	0	0	0	0
ENSG00000280134	0	0	0	0
GRID1-AS1	0	0	0	0
GRID1	0	0	0	2
ENSG00000278333	0	0	0	0
ENSG00000270002	0	0	0	0
RN7SKP238	0	0	0	0
ENSG00000236606	0	0	0	0
RNA5SP322	0	0	0	0
MIR346	0	0	0	0
ENSG00000287475	0	0	1	0
ENSG00000286359	0	0	1	0
WAPL	2371	1884	5852	4391
RNU6-780P	0	0	0	0
WAPL-DT	56	0	38	15
RPL7AP8	0	0	0	0
OPN4	0	0	0	0
ENSG00000289258	0	0	0	0
LDB3	16	0	59	43
ENSG00000272631	3	33	57	58
BMPR1A	978	1274	3216	2378
RPAP2P1	0	0	0	0
RNU1-19P	0	0	0	0
MMRN2	16	0	13	0
ENSG00000281974	0	0	2	0
SNCG	51	4	20	20
ADIRF-AS1	82	257	52	49
ADIRF	0	0	0	0
ENSG00000273413	0	0	0	0
ENSG00000271880	0	0	0	0
BMS1P3	0	0	0	0
ENSG00000151303	0	0	0	5
ENSG00000272508	0	0	0	0
AGAP11	0	0	0	0
ENSG00000229969	0	0	0	0
FAM25A	0	0	0	0
ENSG00000271573	0	0	0	0
RNU6-529P	0	9	1	5
GLUD1	2893	2681	5362	3813
SHLD2	969	1131	1834	1434
ENSG00000237280	0	0	0	6
RN7SL733P	0	0	4	0
NUTM2A-AS1	387	433	657	549
ENSG00000287077	0	0	5	1
ENSG00000285257	6	0	8	4
NUTM2A	0	0	1	0
LINC00863	37	2	55	57
NUTM2D	1	0	15	0
NPAP1P3	0	0	0	0
CTSLP1	0	0	0	0
FAM245A	0	0	0	0
ENSG00000231569	0	0	0	0
ENSG00000286445	0	0	1	0
MIR4678	0	0	0	2
MINPP1	449	531	1826	1405
ENSG00000223761	0	0	0	0
ENSG00000225913	21	0	3	0
ENSG00000196566	0	0	0	0
RPS26P38	0	0	0	0
PAPSS2	4906	4873	4833	3744
ATAD1	4652	3650	6576	4880
CFL1P1	2	0	9	17
RN7SL78P	0	0	0	0
KLLN	0	0	70	54
PTEN	11522	9745	13930	11031
ENSG00000289051	0	0	0	0
RPL11P3	44	23	2	4
ENSG00000200891	0	0	0	0
MED6P1	0	0	0	0
ENSG00000288875	0	0	0	3
ENSG00000275015	0	0	0	0
RNLS	20	116	181	152
ENSG00000289952	0	0	0	0
LIPJ	0	0	0	0
RPL7P34	0	0	0	0
LIPF	0	0	0	0
NAPGP1	0	0	0	0
LIPK	0	0	0	0
KRT8P38	0	0	0	0
LIPN	0	0	0	0
RCBTB2P1	0	0	0	0
LIPM	0	0	4	0
ANKRD22	0	0	0	14
PTCD2P2	0	0	0	0
STAMBPL1	383	342	480	457
ACTA2-AS1	0	0	1	4
ACTA2	267	231	497	272
FAS	424	361	1090	830
ENSG00000286116	15	0	2	0
ENSG00000275693	0	0	0	0
MIR4679-2	0	0	0	0
MIR4679-1	0	0	0	0
ENSG00000233292	0	0	0	0
CH25H	0	0	3	0
LIPA	812	991	3022	1870
ENSG00000232110	0	0	0	1
IFIT2	40	78	503	305
IFIT3	202	352	557	402
IFIT6P	0	0	0	0
IFIT1B	0	0	0	0
IFIT1	302	454	610	488
IFIT5	398	521	1954	1356
SLC16A12	228	36	110	85
SLC16A12-AS1	0	0	0	0
PANK1	189	280	473	326
MIR107	0	0	0	0
PANK1-AS1	15	0	0	0
ENSG00000225836	0	0	0	0
ENSG00000235100	0	14	22	11
ENSG00000240996	20	0	13	15
KIF20B	1766	1707	1729	1500
MTND5P42	0	15	0	0
LINC00865	11	0	8	12
MARK2P16	0	0	0	0
LINC01374	0	0	2	2
LINC01375	0	0	0	0
SNRPD2P1	0	0	0	0
ENSG00000287150	0	0	3	0
RN7SKP143	0	0	0	0
LINC02653	0	0	0	0
ENSG00000224750	0	0	3	10
ENSG00000238291	0	0	0	3
ENSG00000283053	0	0	0	0
HTR7	59	167	517	362
ENSG00000289580	0	0	0	0
RPP30	442	510	1001	769
ANKRD1	18976	16249	22443	16899
RNU6-740P	0	0	0	0
ENSG00000289512	0	0	2	0
ENSG00000225519	0	0	1	0
ENSG00000273124	0	0	0	0
LINC00502	0	0	0	0
DDX18P6	0	0	0	0
NUDT9P1	0	0	5	1
ENSG00000286981	1	0	0	0
PCGF5	3692	2657	3437	2729
ENSG00000289228	0	17	3	2
HECTD2	750	569	1987	1310
ENSG00000271385	0	0	0	0
RPS27P1	0	0	0	0
PPP1R3C	3228	3212	1178	953
GAPDHP28	0	0	0	0
FAF2P1	0	0	0	0
TNKS2-DT	15	0	18	10
TNKS2	3722	2374	6870	4828
SRP9P1	3	0	3	3
ENSG00000273497	0	0	0	0
FGFBP3	8	10	32	40
ENSG00000272817	0	16	1	0
BTAF1	5195	3430	6848	5030
CPEB3	47	37	105	94
ENSG00000252993	0	0	0	0
SDHCP2	0	0	0	0
EIF4A1P8	0	0	1	1
ENSG00000221042	0	0	0	0
NHP2P1	0	0	2	0
MARCHF5	1284	935	2200	1581
RNY3P12	0	0	0	0
MARK2P9	0	0	0	0
ENSG00000286795	0	0	0	3
IDE	658	536	2884	2044
KIF11	1146	760	1225	893
RPL11P4	0	0	0	0
RN7SL644P	0	0	0	0
EIF2S2P3	0	3	26	37
HHEX	0	0	10	6
EXOC6	247	170	529	299
ENSG00000225118	0	0	0	0
CYP26C1-DT	0	0	0	0
CYP26C1	0	0	0	0
ENSG00000285846	0	0	0	0
ENSG00000279607	0	0	0	0
CYP26A1	0	0	0	0
NIP7P1	0	0	2	0
XRCC6P1	0	0	2	0
RPL17P34	1	4	6	0
MYOF	20355	19968	25985	16991
CEP55	1446	779	921	722
RNA5SP323	0	0	9	5
FFAR4	0	16	1	0
RBP4	0	0	2	0
PDE6C	0	0	7	6
FRA10AC1	1928	1474	2090	1816
LGI1	0	0	0	0
ENSG00000280660	0	0	0	0
ENSG00000280485	0	0	0	0
RAB11AP1	0	0	0	0
SLC35G1	47	76	234	141
PIPSL	44	3	90	55
PLCE1	183	303	576	409
PLCE1-AS2	0	0	0	0
HDAC1P1	0	0	0	0
RNU6-657P	0	0	0	0
ENSG00000228553	0	0	0	0
PLCE1-AS1	18	0	23	5
ENSG00000273450	0	0	0	0
NOC3L	874	1042	2323	1516
TBC1D12	594	735	810	599
HELLS	237	127	613	430
ENSG00000244332	0	0	0	0
CTBP2P2	0	0	0	0
CYP2C18	0	0	0	0
ENSG00000276490	0	0	0	0
CYP2C19	0	0	0	2
MTND4P19	0	0	0	0
CYP2C58P	0	0	0	0
RPL7AP52	0	0	0	0
CYP2C9	0	0	0	0
MTND4P20	0	0	0	0
CYP2C59P	0	0	0	0
CYP2C60P	0	0	0	0
ENSG00000237885	0	0	0	0
CYP2C8	8	0	13	1
ENSG00000231829	0	0	6	7
ENSG00000288526	0	0	0	1
ENSG00000274691	0	0	0	0
PAWRP1	0	0	0	0
ACSM6	0	0	0	2
ENSG00000234026	1	0	2	0
PDLIM1	948	1252	1730	1196
SORBS1	30	0	117	87
RPS3AP36	0	0	0	1
ALDH18A1	3053	2903	5396	3301
TCTN3	792	991	1774	1054
ENTPD1	75	83	296	198
ENTPD1-AS1	0	0	12	11
ENSG00000240527	0	0	0	0
ENSG00000270099	0	0	0	0
CC2D2B	0	0	0	0
RPL21P90	0	0	0	2
CCNJ	523	573	1817	1207
MIR3157	0	0	0	0
RNU6-271P	0	0	0	0
ENSG00000287009	0	0	0	12
ZNF518A	3277	2064	2855	2375
BLNK	0	3	0	0
NPM1P25	0	0	0	0
ENSG00000229418	0	0	0	0
DNTT	0	0	0	0
OPALIN	0	0	0	0
TLL2	0	0	76	25
TM9SF3	15240	13019	26201	19052
NPM1P26	2	13	5	2
PIK3AP1	139	77	272	193
RNA5SP324	0	0	0	0
RPS2P36	0	0	0	0
RNU6-1274P	0	0	0	0
RPL13AP5	140	153	66	65
MIR607	0	0	0	0
LCOR	2981	2445	5431	4045
HMGN2P35	0	0	0	0
SLIT1	0	19	4	0
SLIT1-AS1	0	0	0	0
ARHGAP19-SLIT1	0	0	0	0
ENSG00000286683	0	0	0	0
ARHGAP19	577	560	427	306
ENSG00000231398	0	0	0	0
RPL12P27	0	0	0	2
FRAT1	0	0	32	17
FRAT2	3	31	93	52
ENSG00000225850	0	0	0	1
RRP12	307	500	392	274
RPL34P20	0	0	0	0
ENSG00000231970	0	0	0	0
PGAM1	1629	2626	4347	2629
EXOSC1	371	385	993	727
ZDHHC16	227	514	1134	657
MMS19	1102	2106	2222	1163
UBTD1	76	71	176	104
ANKRD2	0	0	2	0
HOGA1	16	0	15	2
ENSG00000249967	0	0	0	0
C10orf62	0	0	0	0
MORN4	134	219	430	296
PI4K2A	61	110	395	218
AVPI1	47	146	43	29
MARVELD1	548	960	1529	947
ZFYVE27	82	82	243	102
SFRP5	2	50	23	7
GOLGA7B-DT	0	0	0	0
GOLGA7B	0	0	0	0
CRTAC1	6	0	0	0
ENSG00000278752	0	0	0	0
R3HCC1L	781	651	1592	1216
LOXL4	656	877	963	643
ENSG00000230928	0	63	5	2
PYROXD2	77	106	142	120
MIR1287	0	0	0	0
HPS1	169	297	348	316
ENSG00000289758	0	0	0	0
MIR4685	0	0	0	0
HPS1-AS1	0	0	3	0
HPSE2	0	0	3	0
MIR6507	0	0	0	0
ARL5AP2	0	0	0	0
RPL7P36	0	0	0	0
CNNM1	11	6	14	3
GOT1	230	285	1305	813
GOT1-DT	141	126	72	79
LINC01475	0	0	0	0
ENSG00000228778	0	0	2	0
NKX2-3	0	0	0	0
SLC25A28	111	368	296	196
SLC25A28-DT	0	0	0	0
ENSG00000229278	0	0	0	0
ENSG00000285932	12	0	0	5
ENTPD7	922	1079	2589	1864
EBAG9P1	0	0	2	8
CUTC	250	83	423	286
COX15	933	770	1402	933
ABCC2	0	0	11	1
NANOGP6	0	0	0	0
DNMBP	1899	2090	4640	2940
DNMBP-AS1	0	0	0	0
CPN1	0	0	0	0
CYP2C23P	0	0	0	0
TPM4P1	1	1	0	0
SPCS2P2	0	0	0	0
ERLIN1	1243	1481	2045	1352
CHUK	438	341	1779	1267
ENSG00000236308	0	0	0	14
CHUK-DT	0	0	6	5
CWF19L1	341	187	538	345
SNORA12	18	0	0	1
PHB1P9	6	0	12	17
RNU6-422P	0	0	0	0
BLOC1S2	1054	1304	2225	1843
PKD2L1	0	0	0	0
ENSG00000231188	0	0	0	0
SCD	7657	10440	21111	11519
ENSG00000289301	1	0	0	0
OLMALINC	357	234	359	316
WNT8B	15	0	3	0
SEC31B	80	77	150	97
ENSG00000255339	0	0	0	0
NDUFB8	122	134	191	131
HIF1AN	1340	1634	3319	2008
PAX2	11	0	31	12
ENSG00000272572	2	0	10	16
SLF2	2291	1704	3409	2484
ENSG00000273476	0	0	8	0
MRPL43	696	769	832	612
SEMA4G	153	319	212	87
MIR608	0	0	0	0
ENSG00000236662	0	0	1	0
TWNK	85	151	287	197
LZTS2	397	684	393	247
PDZD7	29	43	36	9
SFXN3	1166	1730	1574	1056
ENSG00000273162	0	0	12	0
KAZALD1	60	23	58	24
ENSG00000288844	0	0	0	0
TLX1NB	0	0	0	0
TLX1	0	0	0	0
LINC01514	0	0	0	0
SMARCE1P7	0	0	0	0
LBX1	0	0	0	0
LBX1-AS1	0	0	0	1
LINC02681	0	0	0	0
ENSG00000289441	0	0	0	0
RNU2-43P	0	0	0	0
ENSG00000225208	0	0	0	5
ENSG00000230967	0	0	0	0
BTRC	1107	1514	2856	2078
RNU2-59P	0	0	0	0
DPCD	261	476	637	457
POLL	112	252	151	79
MIR3158-2	0	0	0	0
MIR3158-1	0	0	0	0
FBXW4	121	232	196	111
